Date,0001.HK,0002.HK,0003.HK,0005.HK,0006.HK,0011.HK,0012.HK,0016.HK,0017.HK,0019.HK,0023.HK,0027.HK,0066.HK,0083.HK,0101.HK,0151.HK,0175.HK,0267.HK,0288.HK,0291.HK,0386.HK,0388.HK,0688.HK,0700.HK,0762.HK,0823.HK,0857.HK,0883.HK,0939.HK,0941.HK,1038.HK,1044.HK,1088.HK,1109.HK,1113.HK,1177.HK,1299.HK,1398.HK,1928.HK,1997.HK,2007.HK,2018.HK,2313.HK,2318.HK,2382.HK,2388.HK,2628.HK,3328.HK,3988.HK,6823.HK
1/2/2018,98.650002,80.050003,11.46905,81.300003,66.099998,194.5,43.140495,131.600006,47.439999,72.699997,33.950001,60.200001,45.799999,13.96,19.02,6.43,27.35,11.36,9,27.799999,5.91,250.199997,26.299999,417.799988,10.88,73.199997,5.58,11.52,7.42,79.25,67,85.050003,21.1,23.75,68.900002,6.133333,67.650002,6.48,39.5,52.400002,15.063909,149.800003,76.800003,85,109.099998,39.900002,25.200001,5.9,3.92,9.93
1/3/2018,98.400002,79.25,11.529019,80.949997,66.599998,194.100006,42.975204,131.100006,47.439999,73.300003,33.599998,60.549999,46.299999,13.94,19.219999,6.32,28.35,11.34,9.2,27.85,5.9,249.199997,26.700001,422.200012,10.88,73.650002,5.5,11.62,7.41,78.199997,67.349998,87.050003,21.450001,23.799999,69,6.177777,68.099998,6.5,39.75,51.75,14.914577,152.5,77.900002,83.800003,109.5,39.700001,25.200001,5.89,3.96,9.96
1/4/2018,99.099998,79.150002,11.588988,80.5,66.550003,193.600006,43.388428,132.5,47.919998,73.5,34.099998,60.25,46.450001,13.74,19.559999,6.25,27.450001,11.38,8.94,28,6.14,254.600006,27.200001,431.799988,10.88,73.5,5.78,12.06,7.57,78.150002,67.25,85.449997,21.049999,23.799999,69.150002,6.284444,68,6.57,39.799999,52.299999,14.485246,150.5,76.650002,83.849998,107,39.549999,24.85,5.93,3.99,9.99
1/5/2018,99.25,79.75,11.618972,80.800003,66.550003,194,44.173553,134.399994,49.599998,75.449997,33.900002,59.299999,46.25,14.42,20.200001,6.4,27.549999,11.4,9.05,30.9,6.23,253.199997,27.950001,433.200012,10.84,74,5.8,12.16,7.61,78.050003,67.550003,83.150002,21.5,24.799999,70,6.133333,67.449997,6.56,39.400002,53.900002,15.138575,150.399994,74.5,82.25,106.900002,39.25,24.6,5.98,4.02,10
1/8/2018,99.349998,79.5,11.618972,80.5,66.75,192.100006,44.049587,134.300003,49.279999,77.699997,33.599998,60.049999,46.200001,14.68,20.25,6.37,27.75,11.58,9.03,30.35,6.23,262,29.4,438.600006,10.92,73.400002,5.76,12,7.58,78,67,84.5,22.700001,25.549999,70.75,6.266666,66.849998,6.55,39.900002,53.799999,16.25857,147.300003,73.550003,82.25,105,39.549999,24.35,5.99,3.99,10.08
1/9/2018,99.25,79.199997,11.648957,80.949997,67,191.800003,44.214874,134.399994,50,78,33.950001,61.049999,46.349998,14.66,20.299999,6.5,27,11.52,8.87,29.6,6.31,269,29.25,443.799988,11.04,74.25,5.78,12.02,7.59,77.900002,67.349998,82,22.6,26.1,71.650002,6.622222,66.300003,6.5,41.849998,53,16.165236,145.5,76.199997,84.300003,102.300003,39.799999,24.5,5.95,3.99,10.12
1/10/2018,98.949997,79.449997,11.559003,82.099998,66.550003,192.100006,43.429752,133.100006,49.68,77.800003,34,60.5,46.25,14.56,20,6.45,26.700001,11.58,9.16,30.200001,6.39,271.799988,29.049999,440.399994,11.04,72.050003,5.82,12.22,7.65,77.400002,66.599998,81.050003,22.299999,26.799999,72.25,6.488888,66.599998,6.54,41.450001,52.799999,17.247896,142.399994,77.800003,83.150002,103,39.799999,24.4,6.03,4.02,10
1/11/2018,99.150002,79,11.529019,84.050003,66.150002,190.5,43.471073,132.5,49.52,77.050003,33.900002,60.150002,45.950001,14.5,20.5,6.55,26.299999,11.68,9.12,30.700001,6.39,268.399994,29.200001,429.399994,10.88,71.25,5.88,12.2,7.67,78.050003,66.050003,81.150002,22.1,26.65,72.550003,6.471111,66.699997,6.53,41.400002,54.200001,17.191896,148.699997,76.800003,83.550003,112.300003,40.799999,24.5,6.07,4.06,10
1/12/2018,101.199997,78.800003,11.484042,83.699997,66.099998,189.199997,43.388428,133,49.52,76.599998,33.950001,60.150002,45.700001,14.4,20.5,6.55,27,11.62,8.95,31.9,6.51,274.799988,29.549999,442.200012,10.74,70.449997,5.93,12.5,7.78,77.75,66.199997,81.349998,22.700001,26.6,73.150002,6.835555,67.25,6.64,41.700001,52.5,17.079897,147.699997,78,86.400002,111.300003,40.700001,24.9,6.15,4.11,10
1/15/2018,100.5,78.800003,11.499034,84.099998,66.300003,190.600006,43.099174,133,49.200001,76.900002,33.900002,62.200001,45.299999,14.32,20.25,6.38,26.15,11.54,8.9,31.700001,6.47,272.399994,28.5,433.200012,10.82,70.599998,5.91,12.32,7.84,78.5,66.099998,79.349998,21.85,25.75,73.150002,6.604444,67.300003,6.65,44,53.349998,16.109236,144.699997,78.150002,88.199997,107.599998,41,25,6.13,4.1,9.94
1/16/2018,100.5,78.699997,11.544011,84.800003,66.300003,189.399994,43.429752,133.800003,49.759998,77.5,33.950001,63.150002,45.200001,14.44,20.35,6.7,26.299999,11.64,8.96,32,6.52,288.399994,29.200001,444.200012,10.94,70.5,5.9,12.54,8.13,79.349998,66.199997,80.599998,22.200001,26.5,73.099998,6.595555,68.300003,6.87,45.150002,54.200001,16.594566,139.699997,77.900002,90.650002,110.800003,41.349998,25.5,6.28,4.24,9.92
1/17/2018,100.5,78.599998,11.588988,85.050003,66,190.800003,43.388428,133.199997,50,77.5,34.150002,63.650002,45.200001,14.72,20.6,6.83,25.75,11.68,8.88,31,6.44,295.600006,28.549999,449,11.06,70.75,5.82,12.36,8.19,79.150002,66.050003,80.699997,22,26.35,72.400002,6.577777,68,6.94,45.700001,54,15.679905,140.300003,77.599998,90.099998,111,41.400002,26.200001,6.37,4.31,9.98
1/18/2018,100.900002,78.599998,11.544011,85.449997,66.599998,191,43.264462,132.199997,49.759998,77.099998,34.099998,63.5,45.25,14.6,20.5,6.65,24.65,11.94,8.76,31.4,6.47,297.600006,28.200001,447.799988,11.38,70.599998,5.83,12.26,8.42,81.449997,66.050003,79.900002,22.049999,26.35,72,6.257777,66.5,7.16,46,52.950001,15.418574,134.600006,80.050003,92.5,107.300003,41.25,26.200001,6.5,4.41,9.91
1/19/2018,100.699997,78.349998,11.544011,85.400002,66.849998,189.5,43.305786,133.100006,49.360001,78,34.299999,63.900002,45.049999,14.58,20.6,6.92,25,11.84,8.99,30.950001,6.53,294.799988,29.799999,452.399994,11.4,70.800003,5.8,12.14,8.48,80.5,66.300003,77.25,22.5,28.299999,73.550003,6.604444,66.650002,7.19,46,52.900002,15.903904,135.899994,80.400002,93.300003,111.800003,41.200001,25.75,6.51,4.43,9.81
1/22/2018,102.599998,78.199997,11.514027,85,66.550003,188.899994,43.099174,133,49.279999,78.25,34.099998,65.949997,44.900002,14.48,20.450001,7.24,24.700001,11.84,8.99,30.700001,6.51,301,30.4,460,11.26,70.5,5.87,12.34,8.4,81.349998,66.349998,76.199997,22.65,30.1,74.099998,6.897777,66.199997,7.09,47.900002,52.5,15.997237,137.199997,80.400002,96.150002,113.599998,41.299999,25.9,6.46,4.4,9.87
1/23/2018,102.599998,78.400002,11.529019,85.699997,66.5,188,43.719009,134.199997,50.16,79.25,34.299999,67.050003,44.900002,14.7,20.75,7.2,26.15,12.1,9.06,31.299999,6.55,303.399994,31,474.600006,11.24,71.599998,5.9,12.44,8.77,81.599998,66.550003,76.900002,23.15,31.25,75,6.924444,67.050003,7.33,48.549999,52.400002,15.885238,137,82.199997,96.400002,113.5,41.549999,26.450001,6.72,4.56,9.77
1/24/2018,104.599998,78.199997,11.514027,85.849998,66.5,186.899994,43.223141,134,49.919998,79.650002,34.200001,66.349998,44.799999,14.7,21.049999,7.11,25.85,12.62,9.14,31.549999,6.85,301.399994,30.549999,469,11.34,71,6.21,12.82,8.73,82.800003,67.050003,76.349998,23.549999,31.049999,74.599998,6.871111,66.900002,7.28,48.150002,52.349998,15.661239,135,80,94,116.099998,41.900002,26.950001,6.78,4.7,9.73
1/25/2018,106.400002,79.099998,11.573995,85.5,66.949997,186.5,43.76033,136.199997,50.799999,79.150002,34.299999,65.699997,45,14.7,21.1,7.14,25.4,12.72,9.24,30.5,6.98,293,30.35,458,11.72,70.449997,6.35,12.9,8.57,82.550003,69.650002,76.25,23.5,31.299999,74,6.791111,66.349998,7.06,47.349998,53.799999,15.362574,133.300003,79.050003,91.699997,112.5,41.650002,26.299999,6.71,4.59,9.75
1/26/2018,106.699997,79,11.60398,85.699997,67.449997,186,45.619835,138.300003,51.599998,79.699997,34.25,66.300003,45.150002,14.72,21.65,7.15,25.1,12.66,9.28,30.200001,6.95,297.399994,30.950001,471.200012,11.66,70.5,6.38,12.74,9.05,82.300003,69.599998,77.449997,23.799999,31.4,74.400002,6.764444,66.599998,7.34,47.150002,53.599998,15.773238,136,80.75,93.400002,112.400002,41.75,26.549999,6.97,4.8,9.69
1/29/2018,104.800003,78.349998,11.588988,85.050003,67.5,187.199997,45.289257,136.399994,50.880001,78.900002,34.25,67,44.950001,14.62,21.25,7,24.700001,12.62,9.26,29.35,7,292.200012,31.1,471.600006,11.64,69.949997,6.48,12.68,9.12,82.5,69.099998,75.599998,24.75,31.299999,74.300003,6.64,65.400002,7.44,46.900002,53.950001,15.157242,131,78.050003,90.650002,107,40.849998,26,6.92,4.8,9.67
1/30/2018,105.099998,80,11.663949,84.099998,68.5,187.600006,45.206612,136.199997,50.400002,78.699997,34.099998,66.849998,44.900002,14.36,20.1,6.9,24.65,12.36,9.3,28.9,6.85,288,30.85,461.799988,11.62,69.25,6.25,12.32,8.86,82.150002,69.300003,75.449997,24.1,31.6,74.5,6.604444,66.599998,7.27,46.25,53.299999,15.530573,128.800003,79.599998,90.199997,105.5,40,25.65,6.7,4.63,9.62
1/31/2018,105.599998,79.849998,11.588988,84.199997,69.550003,186.199997,45.206612,135.899994,50.639999,78.25,33.849998,69.300003,44.799999,14.42,20.700001,6.91,25.049999,12.34,9.69,29.549999,6.76,296.399994,30.299999,463.600006,11.72,69.199997,6.2,12.18,9.02,82.599998,69.650002,75,24.35,31.200001,74.650002,6.408888,67,7.4,46.599998,54.049999,15.698572,130.800003,80.75,92.650002,108.300003,39.950001,26.450001,6.78,4.71,9.75
2/1/2018,105.5,79.900002,11.60398,84.050003,68.599998,185.399994,44.710743,134.600006,49.84,78.900002,33.299999,69.800003,44.650002,14.66,20.4,6.68,24.5,12.28,9.74,28.799999,6.71,290.799988,31.5,460,11.7,69.050003,6.1,12.08,8.93,82,68.949997,76.199997,24.15,32.349998,74.949997,6.328888,65.300003,7.39,45.25,54.5,15.399907,131.5,79.400002,91.099998,108,39.799999,26.35,6.72,4.68,9.66
2/2/2018,105.199997,79.900002,11.573995,83.699997,69.150002,184.100006,44.462811,133.300003,49.439999,78.449997,33.049999,68.400002,44.200001,14.64,20.549999,6.59,24.75,12.18,9.6,29.65,6.97,289,31,452.399994,11.64,68,6.33,12.66,8.95,80.900002,69.199997,76.349998,25.549999,32.049999,74.599998,6.595555,65.199997,7.39,44.599998,55.049999,15.642572,141.100006,78.400002,90.699997,112.099998,39.700001,26.549999,6.73,4.66,9.61
2/5/2018,104.099998,78.849998,11.499034,82.849998,67.900002,182.5,43.388428,130.300003,48.16,76.75,32.549999,69.199997,43.650002,14.1,20.35,6.62,24.4,11.98,9.33,29.35,6.76,286.200012,30.9,441,11.8,67.150002,6.17,12.38,9.01,79.900002,67.949997,75.800003,24.9,32.049999,73.150002,6.4,63.799999,7.44,43.900002,53.5,15.231908,147,76,89.699997,113,38.950001,26.25,6.8,4.65,9.55
2/6/2018,101.300003,77.599998,11.289143,80.099998,66.300003,177.100006,42.35537,126.199997,46.639999,75,31.5,64.900002,42.5,13.8,19.540001,6.35,22.299999,11.3,9.12,28.4,6.45,266.799988,28.450001,410,11.16,66.150002,5.81,11.74,8.32,77.849998,66.300003,73.900002,23.25,30,70.75,5.893333,61,6.9,42.599998,51.299999,13.533252,137.300003,72.550003,84.349998,105,37.650002,24.700001,6.39,4.37,9.41
2/7/2018,101.800003,77,11.184198,80,65.800003,175,41.859505,124.199997,46.32,74.300003,31.5,65,41.700001,13.58,19.440001,6.46,21.85,11.2,9.04,28.85,6.39,267.799988,27.049999,414.799988,10.9,66.199997,5.66,11.72,8.1,77.150002,65.5,75.199997,22.9,27.799999,70,5.857777,60.799999,6.78,42.349998,50.900002,12.991922,139,71.550003,83.099998,104.300003,37.299999,24.35,6.35,4.3,9.65
2/8/2018,102.099998,77,11.214182,80.5,65.949997,179.699997,41.81818,125.5,46,74.699997,31.85,66.949997,41.700001,13.64,19.219999,6.45,21.9,11.26,9.07,28.9,6.25,271,27.1,420.200012,10.74,66.099998,5.57,11.5,8.08,77.199997,66.199997,74.5,22.549999,28.049999,69.599998,6.071111,61.950001,6.72,43.200001,51.450001,13.122587,143.899994,73.800003,83.400002,107,38.099998,24.15,6.34,4.28,9.82
2/9/2018,98.150002,76.099998,11.06426,79.800003,65.25,177,40.661156,122.699997,44.720001,73.599998,31.799999,62.900002,40.849998,13.18,18.620001,6.22,21.5,10.84,8.63,28.450001,6.08,258.200012,26.35,407.399994,10.26,65.099998,5.38,11.16,7.72,74.599998,64.75,72.25,21.5,27.299999,66.75,5.76,59.299999,6.53,41.549999,50.150002,12.245259,144.199997,70.550003,79.25,108.800003,37.349998,23.15,6.11,4.17,9.72
2/12/2018,96.550003,75.550003,11.019283,79.400002,64.75,176.399994,40.537189,122,44.880001,74.099998,31.6,62.150002,40.799999,13.38,18.379999,6.06,22.1,10.86,8.71,28.5,6.06,258,26.15,409.600006,9.98,66,5.29,10.92,7.71,74,64.5,72.849998,21.299999,27.75,66.449997,6.088888,60,6.46,41.650002,50.049999,12.245259,144,73.699997,79.449997,112.599998,36.900002,22.9,6.13,4.17,9.75
2/13/2018,97.25,75.349998,11.019283,79.800003,64.199997,177.699997,40.991734,122.5,45.360001,73.550003,31.65,64.5,40.75,13.54,18.5,6.17,22.4,10.9,9.1,29.200001,5.99,266,26.4,422.399994,9.94,65.5,5.31,10.94,7.75,73.550003,64.900002,73.25,21.450001,28.450001,66.699997,6.24,61.299999,6.55,42.950001,50.150002,12.263926,148.899994,77,82.349998,119,37.400002,22.75,6.14,4.24,9.77
2/14/2018,97.849998,76.5,11.124229,81.900002,65.849998,191.5,41.115704,126,46.400002,74.25,32.349998,65.650002,40.599998,13.68,18.540001,6.2,22.5,11.08,9.05,29.35,6.1,272.799988,28,433.600006,10.08,65.449997,5.34,11.04,8.1,73.699997,65.400002,74.949997,21.799999,29.450001,67.75,6.177777,62.400002,6.78,43.900002,50.75,12.450591,148,75.699997,84.150002,124.300003,39,22.9,6.23,4.35,9.72
2/15/2018,98.949997,76,11.094244,83.550003,66.099998,192.300003,41.404957,125.5,46.48,74.300003,32.849998,66.699997,40.900002,14,18.620001,6.19,22.700001,11.14,8.99,29.700001,6.27,280,28.65,447,10.2,64.699997,5.45,11.4,8.48,74.199997,65.349998,75,22.25,30.200001,67.25,6.222222,63.299999,6.99,44.599998,50.150002,12.935922,153,77.599998,86.849998,128,39.400002,23.15,6.27,4.4,9.78
2/16/2018,97.849998,76.650002,11.33412,80.949997,65.650002,189.199997,41.198345,126.800003,46.240002,75.300003,33.299999,68,41.25,13.6,18.379999,6.29,23.25,11.22,9.05,29.85,6.19,277.799988,28.299999,445.799988,10.14,65,5.42,11.34,8.33,74,65.099998,74.150002,22,29.75,68,6.213333,63.25,6.88,45.099998,50.549999,12.67459,156.899994,79.5,85.099998,131.300003,38.900002,23.1,6.21,4.31,9.89
2/19/2018,98.550003,76.75,11.364104,81.599998,65.550003,192.5,41.694214,127.400002,46.639999,75.449997,33.549999,67.949997,41.599998,13.72,18.860001,6.52,23.75,11.4,9.35,30.5,6.42,283.200012,28.75,458,10.26,65.550003,5.57,11.64,8.56,75.25,65.800003,75.099998,22.35,30.450001,68,6.266666,64.349998,7.11,45.349998,51.25,13.383919,157.800003,79.599998,86.599998,132.199997,39.200001,23.549999,6.41,4.42,9.99
2/20/2018,98.5,76.800003,11.409081,79.550003,65.400002,194.899994,41.487602,127.400002,46.560001,75.900002,33.650002,66.800003,41.599998,13.8,18.48,6.66,23.700001,11.34,9.38,31.4,6.28,280,27.85,446.399994,10.14,65,5.48,11.38,8.39,74.650002,65.199997,76.050003,22.799999,29.200001,66.900002,6.204444,63,6.95,43.950001,50.75,13.21592,155.199997,79.5,85.150002,128.5,39.25,23.5,6.39,4.34,9.95
2/21/2018,99.300003,77.449997,11.484042,79.650002,65.699997,196.300003,41.859505,128,46.959999,77.5,34.349998,67.400002,41.799999,13.82,18.82,6.68,23.9,11.48,9.39,31,6.47,285.799988,28.35,453.399994,10.3,65.199997,5.57,11.54,8.44,74.75,65.849998,76.5,23.35,29.85,67.550003,6.355555,63.650002,7.03,44,51.049999,14.037249,153.5,79.949997,85.75,126,39.650002,23.75,6.5,4.43,9.98
2/22/2018,100.099998,78.900002,11.693933,79.550003,67.199997,195.699997,42.52066,130.600006,47.84,79.400002,35.400002,68.650002,42,14.12,19.18,6.8,25.450001,11.56,9.65,30.9,6.57,295.799988,28.65,453,10.14,67.25,5.62,11.68,8.47,74.25,66.349998,77.300003,23.4,29.799999,68.300003,6.675555,63.200001,7.03,44.849998,52.650002,13.831917,155.600006,78,87,131.100006,39.799999,23.799999,6.48,4.48,10.04
2/23/2018,99.25,79.150002,11.663949,78.599998,66.849998,194.899994,42.231403,129.800003,47.52,79.300003,35.25,69.349998,41.700001,14.18,18.959999,6.59,25.049999,11.48,9.47,30.799999,6.5,289.799988,28.5,446,10.12,67.5,5.62,11.62,8.38,73.849998,66.099998,77.300003,22.6,28.799999,67.949997,6.568888,65.550003,6.9,44.5,53.200001,13.290586,155.199997,77.5,85.349998,132.5,39.75,23.6,6.4,4.37,9.99
2/26/2018,98,79.099998,11.60398,78,66.550003,194.5,42.148762,130.699997,47.68,79.199997,34.450001,68.5,41.5,13.84,18.700001,6.61,25.549999,11.38,9.7,30.200001,6.3,284,27.5,432.200012,10.14,66.900002,5.53,11.4,8.15,73.400002,65.699997,76.5,22.25,27.950001,67.699997,6.586666,65.550003,6.76,44.150002,53.200001,13.141254,155.899994,77.5,83.449997,130.699997,39.599998,23.25,6.28,4.27,10
2/27/2018,98.050003,79,11.633964,77.900002,67.150002,196.5,42.47934,131.800003,48.560001,79.199997,34.950001,68.25,41.549999,14.4,18.9,6.46,25.35,11.3,9.6,31.1,6.28,291.600006,27.700001,447,10.08,68.650002,5.46,11.26,8.22,72.900002,65.650002,77.099998,22.15,27.950001,69,6.56,65.599998,6.81,43.450001,53.75,13.365253,153.5,78.699997,84.699997,132.199997,39.700001,23.299999,6.32,4.24,10.06
2/28/2018,97.400002,79.099998,11.573995,77.199997,68.349998,194.899994,42.314049,131,47.919998,78.099998,34.349998,68,41.150002,14.2,18.780001,6.38,24.85,11.18,9.48,31.5,6.19,285.799988,27.75,436,9.95,68.800003,5.35,11.1,8,72.599998,65.900002,76.599998,21.700001,27.450001,68,6.4,64.400002,6.67,43,53,13.010588,151.800003,75.800003,82.699997,128.699997,39.299999,22.950001,6.23,4.2,10
3/1/2018,95.199997,78,11.46905,75.949997,66.699997,185,41.446281,127.300003,46.32,77.150002,33.799999,65.849998,40.599998,13.84,18.5,6.13,24.25,11.08,9.27,29.799999,6.13,277.200012,27.6,425,9.36,67.050003,5.24,10.82,7.78,70.300003,64.550003,74.599998,21.35,27.299999,66.150002,6.222222,62.549999,6.54,41.900002,52.049999,12.861256,148.699997,73.400002,80.599998,129.899994,38.650002,22.65,6.16,4.14,9.84
3/2/2018,96,78.900002,11.559003,76.599998,67.75,184.100006,41.735538,127.699997,46.959999,77.550003,33.599998,67.650002,40.900002,14.22,18.620001,6.4,24.450001,11.28,9.25,31,6.25,283,27.6,438.600006,9.53,66.75,5.38,11.26,8.02,70.699997,65,75.5,21.700001,27.799999,66.800003,6.32,64.550003,6.78,43.049999,53.150002,13.346586,153,74.25,83.5,131.899994,38.849998,23.15,6.3,4.25,9.77
3/5/2018,95.300003,78.300003,11.529019,75.949997,67,183.899994,41.570248,126.400002,46.720001,76.800003,33.5,66,40.75,14.28,18.459999,6.33,24.450001,11.34,9.2,31.25,6.18,278,27.299999,434.200012,9.45,66.349998,5.27,11.02,8.02,70.5,64.5,76.400002,20.85,27.6,66.099998,6.391111,62.799999,6.8,42.5,53.099998,13.141254,149,74.050003,81.75,132.399994,38.849998,22.75,6.22,4.2,9.71
3/6/2018,96.800003,79.099998,11.60398,76.300003,68.199997,185.300003,42.024792,127.800003,47.360001,77.800003,33.049999,68.400002,41,14.36,18.92,6.37,24.700001,11.36,9.33,30.85,6.4,283,27.5,443,9.6,68,5.36,11.06,8.1,71.75,65,76.5,21.15,28.35,67,6.782222,64.699997,6.81,44.900002,53.450001,13.607918,150.899994,76.599998,84,133.800003,38.950001,22.950001,6.25,4.23,9.85
3/7/2018,98.75,78.150002,11.678941,76.599998,68.199997,185.199997,42.438015,130,47.439999,78.900002,33.400002,69.199997,42.700001,14.6,18.74,6.32,25.85,11.52,9.53,33.900002,6.4,284.200012,28.049999,447,9.74,67.449997,5.35,11.28,8.2,72.199997,65.800003,77.599998,21.6,28.299999,67.449997,6.826666,66,6.88,45.25,54.900002,13.906583,159.399994,77.349998,84.550003,143.800003,39,23.200001,6.3,4.24,9.8
3/8/2018,99.5,78.5,11.708925,77.400002,68.800003,189.600006,42.975204,130.399994,48.48,80.5,33.799999,71.449997,43.200001,14.86,18.92,6.5,26.65,11.56,9.6,33.950001,6.46,292.200012,28.25,460,9.81,68.050003,5.43,11.58,8.5,72.550003,66.5,76.900002,22.25,28.5,68.5,6.933333,67.75,7.05,46.400002,54.799999,13.981249,160.600006,78.449997,86.800003,144.699997,39.849998,23.4,6.38,4.36,9.82
3/9/2018,98.5,78.699997,11.918817,77.099998,68.599998,191.199997,42.975204,129.899994,48.720001,80,34.150002,70.599998,43.849998,14.18,19,6.41,26.5,11.72,9.43,34,6.41,291,27.75,462.799988,9.64,68.5,5.41,11.36,8.59,71.699997,66,75.949997,22.200001,28.1,68.849998,6.764444,67.800003,7.13,45.700001,55.349998,13.962582,159.899994,79.25,86.400002,146.5,40,23.5,6.43,4.44,9.84
3/12/2018,98.050003,78.800003,11.978786,76.5,69.150002,188.5,42.892563,130.100006,48.799999,80,33.75,70,44,14.2,18.879999,6.38,26.200001,11.58,9.3,33.549999,6.47,289,27.75,463.600006,9.63,68.5,5.39,11.32,8.48,71.75,66.5,76.300003,22.35,28.1,69.050003,6.764444,67,7.03,45.150002,54.799999,14.205248,155.399994,79.599998,86,143.300003,39.799999,23.25,6.37,4.44,9.85
3/13/2018,98.599998,78.900002,11.978786,76.400002,68.949997,189,43.016529,130.199997,48.639999,80.849998,33.599998,70.400002,43.950001,14.08,18.860001,6.28,26.299999,11.4,9.57,33.849998,6.47,289.600006,27.9,468.600006,9.54,68.800003,5.37,11.28,8.49,71.949997,66.550003,76,21.85,28.450001,69.900002,6.888888,67.150002,7,45,54.25,14.765244,155,79.699997,88.949997,145.800003,40.049999,23.35,6.33,4.41,9.84
3/14/2018,98.900002,79.550003,12.038754,76.949997,71.199997,187,43.347107,129.800003,47.52,81.550003,33.349998,69.800003,43.700001,13.88,18.700001,6.32,26.450001,11.28,9.44,33.700001,6.46,282,28.049999,465.200012,9.68,68.699997,5.32,11.22,8.5,72.300003,66.900002,76.150002,21.75,28.700001,70,6.791111,67.150002,6.92,44.549999,54,15.455907,154.300003,80.099998,89.650002,144.199997,39.700001,23.049999,6.28,4.4,9.96
3/15/2018,97.050003,79.650002,12.083731,77.150002,69.75,187.100006,43.801651,129.300003,46.880001,82.199997,33.25,71.5,43.150002,13.58,18.52,6.3,26.9,11.2,9.43,33.25,6.51,277,27.75,461.799988,9.75,69.199997,5.34,11.34,8.51,72.699997,65.900002,75.800003,21.1,28.35,69.599998,6.897777,68,6.91,45.099998,53.75,15.119909,152.199997,80.349998,91.5,147.100006,39.450001,23.1,6.27,4.37,9.89
3/16/2018,96.099998,79.550003,12.128708,76.949997,69.599998,187.399994,43.512398,129.600006,46.16,81.5,32.950001,71.099998,42.950001,13.46,18.360001,6.31,27.5,11.22,9.43,33.950001,6.59,274,27.799999,466.600006,9.77,68.199997,5.34,11.42,8.42,72.849998,65.900002,75.699997,21.049999,28.549999,69.449997,7.377777,68.800003,6.87,44.5,54.049999,15.175908,159,81.550003,91.25,159.800003,40,23,6.23,4.31,9.82
3/19/2018,96.150002,80.099998,12.338599,76.849998,69.650002,187.199997,43.553719,129.800003,46.240002,81.150002,33.25,70.800003,43.200001,13.4,18.379999,6.33,25.799999,11.16,9.58,34.25,6.74,269.200012,29,462.600006,9.7,68.099998,5.47,11.64,8.41,72.300003,65.25,76.699997,20.950001,30.049999,68.849998,7.2,67.949997,6.86,43.75,52.650002,15.362574,153.5,82.650002,88.300003,159.800003,40.049999,22.65,6.3,4.31,9.88
3/20/2018,96.150002,81,12.263638,76.300003,70.050003,187.600006,43.471073,128.100006,45.84,80.900002,33.599998,70.800003,42.75,13.36,18.780001,6.35,25.25,11.12,9.47,34.700001,6.74,264,29.1,439.399994,9.67,68.25,5.53,11.7,8.27,71.75,65.099998,74.5,20.950001,30.1,67.099998,7.164444,67.199997,6.81,43.650002,52.5,15.325241,156.199997,80.25,87.699997,160.5,40,22.5,6.31,4.29,9.92
3/21/2018,94.800003,79.699997,12.113716,74.650002,70.300003,184.600006,42.727272,127.099998,44.799999,80.800003,32.549999,69.699997,42.5,13,18.940001,6.34,24.1,11.02,9.03,34.849998,6.59,256.799988,27.65,420,9.37,67.800003,5.37,11.5,8.09,70.800003,64.650002,71.5,20.25,28.950001,66.25,6.835555,66.050003,6.65,41.900002,51.400002,14.503912,145.600006,75.900002,84.449997,151.699997,39,22.15,6.25,4.22,9.82
3/22/2018,95.099998,79.099998,12.098723,75,70.300003,183.399994,42.561981,127.800003,45.040001,79.5,32.549999,71.699997,42.900002,13.24,18.940001,6.27,24.25,11.02,8.65,34.700001,6.93,260.200012,27.1,426.600006,9.32,67.400002,5.45,11.74,8.19,70.550003,64.75,73.75,19.700001,29.049999,66.449997,6.942222,67.650002,6.72,42.150002,51.099998,15.026576,144.899994,79.300003,84,158,38.849998,22.049999,6.23,4.23,9.79
3/23/2018,95.599998,79.800003,12.293622,75.099998,70.349998,185.800003,42.892563,127.900002,45.279999,80.099998,32.5,72.349998,43.099998,13.2,18.700001,6.28,24,11.06,8.38,34.599998,6.88,263.399994,28.299999,432.200012,9.84,67.800003,5.5,11.74,8.26,72.75,65.150002,74.150002,19.82,29.25,66.150002,7.075555,67.300003,6.81,42.650002,51.5,15.567906,151.699997,80,83.550003,160.300003,38.950001,22.200001,6.27,4.3,9.87
3/26/2018,93.800003,79.5,12.158692,74,69.900002,183.100006,42.148762,124.800003,44.16,79.900002,31.6,69.900002,42.849998,12.84,18.4,6.12,22.6,10.82,8.42,33.75,6.75,255.199997,27.299999,412.200012,9.71,67.300003,5.49,11.62,8.04,71.300003,64.300003,72.800003,19.4,28.200001,65.349998,6.897777,65.300003,6.7,41.200001,49.900002,15.045243,142.100006,78.75,80.150002,147.399994,38.400002,21.799999,6.14,4.22,9.8
