Date,0001.HK,0002.HK,0003.HK,0005.HK,0006.HK,0011.HK,0012.HK,0016.HK,0017.HK,0019.HK,0023.HK,0027.HK,0066.HK,0083.HK,0101.HK,0151.HK,0175.HK,0267.HK,0288.HK,0291.HK,0386.HK,0388.HK,0688.HK,0700.HK,0762.HK,0823.HK,0857.HK,0883.HK,0939.HK,0941.HK,1038.HK,1044.HK,1088.HK,1109.HK,1113.HK,1177.HK,1299.HK,1398.HK,1928.HK,1997.HK,2007.HK,2018.HK,2313.HK,2318.HK,2382.HK,2388.HK,2628.HK,3328.HK,3988.HK,6823.HK
9/7/2018,91.599998,94.5,12.929292,68.650002,55.299999,207.199997,36.363636,116.300003,41.439999,87.449997,29.6,52.900002,41.150002,13.66,15.14,6.69,14.94,11.26,5.37,31.9,7.77,225,25.4,324.200012,9.55,75.650002,6.16,14.68,6.69,76.900002,61.299999,71.599998,17.34,28.700001,60.299999,4.926666,65.5,5.56,36.049999,53.049999,10.98,80.150002,95.099998,77.550003,95.550003,35.900002,17.48,5.75,3.43,10.78
9/10/2018,90.599998,92.349998,12.846835,69.75,55.25,210,36.454544,116.900002,43.84,88.300003,29.85,54.849998,41.25,13.82,15.28,6.78,16.58,11.3,5.68,32.549999,7.65,229,26.15,334.399994,9.54,74.099998,6.1,14.14,6.9,76.25,61.650002,71.75,18.5,29.5,60.75,5.146666,67.800003,5.74,36.849998,53.200001,11.48,80.150002,98,78.900002,92.699997,37.200001,17.940001,5.87,3.52,10.66
9/11/2018,89.900002,91.650002,12.813852,68.949997,55,206.600006,36,116,42.959999,86.25,29,52.700001,40.799999,13.62,15.14,6.57,15.92,11.12,5.49,31.9,7.56,224,25.299999,327.799988,9.15,73.699997,5.98,14.22,6.78,75.5,61.75,70.400002,17.98,27.950001,59.599998,5.026666,66.900002,5.64,36.150002,51.650002,10.84,79.349998,96.300003,78.449997,89.050003,36.400002,17.559999,5.75,3.46,10.6
9/12/2018,90.449997,91.050003,12.846835,69.650002,55.049999,209,36.272728,115.900002,43.200001,87.199997,29.450001,52.650002,40.75,13.62,15.24,6.53,15.92,11.2,5.63,32.200001,7.74,227,25.15,330,9.18,76.650002,6.27,14.84,6.85,75.699997,61.75,72,18.379999,28.5,59.799999,5.053333,68.099998,5.73,35.700001,52.200001,10.62,82.400002,98.900002,79.150002,90.900002,37.299999,17.700001,5.8,3.49,10.64
9/13/2018,89.849998,91.050003,12.830344,69.400002,54.950001,213.399994,35.954544,115.099998,42.799999,86.199997,29.25,50.299999,41.349998,13.46,15.26,6.58,15.66,11.38,5.5,31.299999,7.69,226.199997,24.85,325.399994,9.2,76.599998,6.23,14.94,6.79,76,61.950001,71.300003,18.16,27.4,60,4.966666,69,5.7,35.299999,51.900002,10.42,81.550003,98.349998,78.849998,90.099998,37.200001,17.700001,5.8,3.49,10.76
9/14/2018,90.199997,91.650002,12.813852,69.199997,54.5,212.600006,35.772728,114,42.720001,85.75,29.200001,49.650002,41.200001,13.42,15.3,6.59,15.6,11.66,5.51,31.450001,7.84,224,24.5,323.200012,9.22,77.050003,6.34,15.5,6.84,77.150002,62,72.199997,17.879999,27.4,58.75,4.866666,69.900002,5.72,35.450001,50.5,9.87,81.300003,100.400002,79.5,90.300003,37.200001,17.780001,5.87,3.48,10.76
9/17/2018,87.199997,90.449997,12.517006,67.75,54,209.199997,35.090908,111.400002,41.68,81.550003,28.9,47.299999,40.799999,12.98,15,6.45,14.94,11.62,5.56,30.200001,7.63,218.600006,23.799999,317,9.06,74.5,6.33,15.64,6.62,75.449997,61.849998,71.050003,17.719999,26.4,57.400002,4.74,67.550003,5.53,34.049999,49.549999,9.61,79.75,99.75,77.300003,87.699997,36.150002,17.379999,5.7,3.4,10.54
9/18/2018,86.400002,91.400002,12.451041,67.949997,54.400002,210,35.454544,111.099998,41.52,85.5,28.799999,48,40.849998,13.18,15.1,6.48,14.84,11.86,5.62,29.4,7.62,217.399994,23.9,316,9.08,74.900002,6.46,15.58,6.61,75.849998,62.200001,71.300003,18,26.25,57.349998,4.633333,65.800003,5.51,34.950001,51.299999,9.72,79.449997,98.050003,77.300003,88.849998,36.099998,17.48,5.74,3.39,10.72
9/19/2018,85.550003,88.5,12.302618,68.050003,53.849998,207.800003,35.090908,109.599998,41.360001,83.599998,28.35,48.849998,40.349998,12.78,15,6.4,14.22,11.58,5.81,28.799999,7.26,214.399994,23.25,308.399994,9.07,73.099998,6.29,15.04,6.45,75.650002,61,71.099998,17.32,25.6,56.549999,4.5,63.950001,5.38,35.599998,51.049999,9.58,80.050003,96,76.550003,84,35.75,17.16,5.55,3.33,10.48
9/20/2018,85.150002,87.099998,12.302618,68.449997,53.5,209.600006,35.227272,109.599998,41.759998,82.849998,27.950001,48.450001,40.25,12.74,14.88,6.47,14.38,11.72,5.93,28.5,7.29,213.800003,23.5,305,9.06,70.949997,6.23,14.82,6.38,77.550003,61,71,17.440001,25.75,56.5,4.513333,63.75,5.34,36.200001,51.349998,9.7,78.300003,93.900002,76.5,81.900002,35.700001,17.08,5.58,3.33,10.34
9/21/2018,83.25,87.300003,12.286126,68.050003,53.25,210.199997,35.136364,108.900002,41.439999,82.75,27.6,45.25,40.400002,12.66,14.78,6.22,14.14,11.8,5.75,28.25,6.96,210.600006,23.049999,299,8.97,69.849998,6.12,14.4,6.27,78.050003,60.849998,68.900002,17.200001,25.15,56,4.34,63.549999,5.28,34.799999,52.099998,9.05,76.650002,90.300003,74.75,76.699997,35.450001,16.98,5.63,3.31,10.58
9/24/2018,83.300003,87.900002,12.286126,67.650002,53.599998,210.199997,35.363636,109.5,42.080002,83.949997,27.700001,44.799999,40.049999,12.66,14.94,6.12,13.4,11.9,5.81,28.4,6.88,210.600006,23,293.799988,8.88,70.599998,6.22,14.7,6.3,78.400002,61,66.699997,17.58,25.299999,56.599998,4.366666,63,5.32,34.650002,53.150002,8.93,76.150002,89.699997,74.599998,75.5,35.25,17.040001,5.63,3.33,10.78
9/25/2018,83.650002,88.900002,12.385075,68.099998,54.150002,210.399994,34.727272,108.400002,40.959999,84.75,27.700001,44.950001,39.950001,12.7,14.82,5.7,13.76,11.92,5.91,28.5,6.81,208.800003,23.700001,286.399994,9.11,72.400002,6.23,14.84,6.28,80.75,62.25,66.800003,18.299999,25.450001,56.150002,4.366666,63.200001,5.32,34.549999,51.900002,8.59,75.449997,85.349998,74.75,76,35.150002,17.139999,5.7,3.34,11
9/26/2018,81.900002,88,12.22016,66.050003,53.299999,204.600006,33.772728,105.400002,39.799999,82.449997,26.799999,42.799999,39.299999,12.2,14.08,5.54,12.9,11.5,5.84,27.299999,6.72,196.699997,22.6,267,8.81,71.550003,5.99,14.28,6.09,78.5,60.650002,65.300003,17.82,24.200001,54.450001,4.126666,60.5,5.16,33.150002,49.099998,7.98,69.949997,84,72.099998,71.300003,34.099998,16.66,5.52,3.27,10.96
9/27/2018,81.300003,87.949997,12.22016,66.050003,53.099998,204.600006,33.954544,104.699997,39.68,81.800003,26.549999,45.650002,39.200001,12.28,14.42,5.72,14.08,11.56,5.97,28.549999,6.81,201,23.200001,288.399994,8.83,71.949997,5.96,14.5,6.21,78,61,64.75,18.48,25.6,54.650002,4.34,62.950001,5.27,34.349998,48.700001,8.46,72,86.75,73.699997,78.949997,34.349998,17.120001,5.52,3.31,10.94
9/28/2018,81.25,86.900002,12.137703,64.75,52.549999,203.199997,33.454544,103.699997,39.240002,82.449997,26.200001,44.549999,38.799999,12.18,14.58,5.58,13.84,11.36,5.98,28,6.75,199.399994,22.700001,282.799988,8.75,72.199997,6,14.58,6.07,76.599998,59.349998,62.700001,18.299999,24.799999,54.900002,4.486666,62.400002,5.16,33.849998,48,7.89,66.5,83.449997,73.25,79.099998,33.799999,16.860001,5.43,3.25,10.92
10/1/2018,80.75,86.699997,12.137703,64.800003,52.900002,203,33.409088,102.900002,39.560001,82.900002,26.1,44.900002,38.599998,12.22,14.48,5.66,14.04,11.42,5.77,27,6.79,199.800003,22.549999,281.399994,8.87,71.5,6.05,14.92,6.09,77.699997,59.599998,61.700001,18.540001,24.950001,54.400002,4.446666,61.450001,5.18,33.299999,47.049999,8.18,66.25,84,73.300003,80.949997,33.5,17.02,5.48,3.25,10.98
10/2/2018,80.75,87.5,12.170686,64.550003,53,202,33.909088,102.800003,39.959999,84.099998,26.1,45.349998,38.599998,12.4,14.24,5.75,13.7,11.48,5.83,27.049999,6.5,202.800003,22.950001,281,8.83,73.800003,5.96,14.62,6.08,78.150002,60.5,62.849998,18.040001,24.75,54.849998,4.386666,61.849998,5.17,33.700001,48.099998,8,65.849998,84.949997,72.699997,82.800003,33.150002,16.98,5.49,3.23,10.88
10/3/2018,80.400002,88.599998,12.385075,63.849998,53,201,34.272728,103.400002,40,83.400002,25.85,45.599998,38.900002,12.6,14.32,5.72,14.02,11.62,5.9,28.049999,6.5,209,23.450001,282,8.69,73.150002,5.92,14.08,6.2,77.849998,59.5,63.099998,18.059999,25.4,54.599998,4.453333,62.299999,5.23,33.799999,47.049999,8.23,64.699997,82.849998,74.050003,83.650002,33.5,17.24,5.56,3.28,10.98
10/4/2018,81.75,88.75,12.451041,64.349998,53.450001,203.399994,34.31818,104.099998,40.880001,84,26.25,47.200001,38.799999,12.66,14.56,5.9,15.12,11.68,6.07,29.1,6.59,216,24.299999,291.200012,8.92,73.900002,6.03,14.54,6.35,77.5,60.900002,64.599998,18.5,27.25,55.599998,4.926666,64.650002,5.36,35.150002,47.950001,8.35,67,86.5,76.5,85.699997,33.799999,17.82,5.6,3.34,10.8
10/5/2018,79.650002,85.900002,12.187177,62.400002,52.5,196.899994,33.863636,101.699997,40.080002,82.800003,25.450001,43.450001,38.150002,12.4,14.24,5.84,14.66,11.42,5.72,28.1,6.37,209.600006,23.6,277.799988,8.84,72.300003,5.92,14.12,6.2,74.5,58.5,63.799999,17.84,25.450001,54.25,4.606666,61.650002,5.24,33.299999,46.900002,7.9,64.550003,87.900002,75.900002,82.300003,33.25,17.360001,5.54,3.27,10.72
10/8/2018,80.199997,86.099998,12.22016,61.599998,52.799999,198.600006,33.590908,101,40.080002,83.150002,25.299999,43.049999,38.450001,12.3,14.28,5.84,14.6,11.5,5.7,28,6.44,211,23.65,275.799988,8.87,72.849998,5.81,13.58,6.22,74.699997,58.75,63.599998,18.32,25.65,53.700001,4.66,60.700001,5.29,33,46.950001,8,63.75,87.050003,75.900002,78.5,32.950001,17.200001,5.58,3.27,10.78
10/9/2018,79.199997,86.800003,12.3356,61.049999,52.549999,194.699997,33.363636,100.900002,39.599998,83.050003,25.25,42.450001,38.400002,12.38,14.06,5.69,14.46,11.56,5.81,28,6.34,210.600006,23.85,269,8.78,72.449997,5.65,13.18,6.2,74.099998,57.549999,64.5,18.5,26,52.75,4.733333,59.349998,5.28,31.549999,46.950001,8.35,59,85.699997,75.400002,72.449997,32.200001,17.1,5.65,3.27,10.7
10/10/2018,78,85.400002,12.269635,60.5,51.799999,189.600006,33,102.599998,39.720001,81.949997,24.799999,42.299999,38.099998,12.54,14.08,5.6,14,11.46,5.75,27.75,6.39,208.800003,24,260,8.73,72.900002,5.56,13.4,6.17,73.050003,57.75,65,18.219999,26.1,52.599998,4.56,59.400002,5.26,30.4,47.599998,8.35,56.200001,82.900002,74.400002,64.400002,31.35,15.96,5.67,3.26,10.64
10/11/2018,78.949997,87.050003,12.3356,63.549999,52.200001,189.800003,33.227272,103.800003,39.919998,82.25,25.15,41.799999,37.950001,12.24,14.04,5.65,13.62,11.66,5.6,26.5,6.41,205.399994,24.450001,260,8.59,73.150002,5.58,13.4,6.17,71.800003,57.75,64,17.5,26.4,52.950001,4.413333,59.549999,5.28,30.5,48.25,8.35,57.900002,83.900002,72.75,63.5,31.65,15.8,5.79,3.27,10.66
10/12/2018,78.150002,86.699997,12.286126,63.150002,51.700001,182.100006,32.909088,101.800003,39.599998,81.400002,25.799999,40.75,37.549999,12,14.1,5.66,13.94,11.74,5.62,26.1,6.54,204.600006,24.15,252.199997,8.17,72.099998,5.55,13.56,6.2,71.400002,57.349998,62.549999,17.200001,26.450001,52.049999,4.486666,58.25,5.28,30.299999,47.950001,8.23,56.950001,83.099998,72.550003,64.25,29.450001,15.5,5.87,3.3,10.62
10/15/2018,78.949997,87.900002,12.3356,64.400002,52.349998,183.600006,33.181816,101.900002,39.759998,81.349998,25.4,42.400002,38,12.3,14.2,5.6,15,11.76,5.49,27.25,6.36,208,24.549999,267,8.14,69.5,5.74,13.46,6.22,73.300003,57.299999,62.099998,17.76,26.6,50.900002,4.686666,59.349998,5.3,30.9,48.549999,8.39,59.650002,86.599998,73.849998,68,29.299999,15.62,5.88,3.34,10.8
10/16/2018,79.349998,86.800003,12.253143,65.050003,51.650002,185.199997,33.181816,103.900002,40.32,82.25,25.75,43.75,38.099998,12.42,14.28,5.6,15.36,11.8,5.28,27.15,6.39,213.600006,25.700001,277.799988,8.21,70.75,5.79,13.44,6.31,73.949997,57.849998,62,18.24,27.85,52.25,4.92,61.299999,5.37,31.799999,48.650002,9.16,64.349998,86.800003,74.949997,73,29.799999,15.72,5.85,3.37,10.78
10/17/2018,81.900002,87.650002,12.484023,66.400002,53.049999,192.300003,34.409088,106.900002,41.360001,86,26.549999,47.900002,38.900002,12.76,14.68,5.77,17.16,12.06,6,28.85,6.59,227.199997,26.549999,303.600006,8.54,72.300003,5.82,13.58,6.58,74.050003,58.900002,63.799999,18.860001,28.5,53.700001,5.46,64.25,5.56,35.200001,49.950001,9.52,67.099998,94.300003,79.050003,80.5,30.85,16.74,5.93,3.46,10.72
10/18/2018,80.050003,86.300003,12.319109,65.5,52.200001,186.600006,33.954544,105.199997,40.639999,82.949997,25.950001,46.549999,38.150002,12.56,14.62,5.59,16.68,11.94,5.79,27.75,6.66,221,25.700001,292.399994,8.4,70.800003,5.8,13.52,6.49,72.75,57.799999,62.400002,18.559999,27.35,52.950001,5.286666,62.200001,5.44,33.950001,47.900002,9.02,62.150002,91.800003,78,78.5,30.200001,16.379999,5.94,3.41,10.66
10/19/2018,81.25,86.900002,12.352092,66.050003,52.650002,185.399994,34.545452,107.5,41.52,85.25,26.700001,45.799999,38.599998,12.82,14.68,5.68,16.200001,12.12,5.86,28.35,6.78,221.800003,25.700001,292,8.57,72,5.93,13.9,6.54,73.800003,58.25,62.700001,18.74,28,54.150002,5.473333,62.5,5.45,33.5,48.200001,9.04,60,92.599998,78.650002,75.5,30,16.440001,5.92,3.42,10.82
10/22/2018,80.550003,85.75,12.236652,65.949997,52.549999,183.100006,34.409088,107.199997,41.52,85.349998,26.450001,46,38.549999,13,15.02,5.67,15.4,12.14,5.96,28.35,6.76,224.399994,25.65,293.399994,8.5,72.650002,5.97,13.86,6.53,72.849998,57.900002,63.5,19.1,28.15,54.450001,5.46,63.599998,5.47,33.75,48.5,9.03,60,94.449997,78.550003,75,29.799999,16.42,5.95,3.43,10.8
10/23/2018,80.5,86.800003,12.302618,65.900002,52.849998,183.199997,34.5,107.599998,41.84,86.199997,26.549999,44.25,38.900002,12.66,14.98,5.7,15.08,12.3,6.1,27.700001,6.81,227,25.85,293.600006,8.65,72.550003,6.05,14.16,6.59,74.849998,57.849998,63.5,19.120001,28.049999,55,5.4,63.349998,5.49,32.599998,48.950001,9.06,55.799999,95.800003,78.699997,73.25,29.65,16.540001,6.01,3.44,10.88
10/24/2018,79,85.699997,12.22016,64.650002,52.299999,177.899994,33.954544,106,40.959999,83.25,25.65,42.900002,38.299999,12.4,14.68,5.53,14.56,12.12,6.1,27.299999,6.71,221.399994,25.200001,279.200012,8.41,72,5.91,13.54,6.43,72.900002,57.450001,62.849998,18.6,27.15,53.25,5.26,62.650002,5.34,31.700001,47.299999,8.69,54.900002,92.150002,77.150002,72.300003,29.049999,16.280001,5.95,3.35,10.76
10/25/2018,79.949997,87.050003,12.352092,65.050003,52.650002,178.399994,33.909088,101.800003,40.880001,83.949997,25.9,42.75,38.799999,12.6,14.84,5.55,14.42,12.1,6.09,27,6.64,222.800003,25,270.600006,8.4,72.449997,5.96,13.74,6.42,74.199997,57.650002,62.5,18.639999,27.450001,54.150002,5.34,63.650002,5.34,31.450001,48,8.74,53.099998,91.75,76.800003,71.900002,29.25,16.32,5.9,3.34,10.84
10/26/2018,80.349998,87.050003,12.418058,64.75,53,179.5,33.81818,102.900002,41.040001,84.699997,25.799999,44.099998,38.900002,12.62,14.86,5.68,15.1,12.14,6.22,27.450001,6.66,224.800003,25.049999,274.399994,8.52,72.300003,5.88,13.32,6.44,75.099998,57.700001,64,18.48,28.049999,54.099998,5.386666,64.75,5.36,31.5,49,8.88,53.200001,94,77.400002,73.949997,29.25,16.459999,5.89,3.34,10.9
10/29/2018,79.949997,87.400002,12.451041,65.25,53.049999,178.600006,34.227272,102.699997,41.200001,85.449997,25.700001,44.400002,38.950001,12.64,14.84,5.74,14.86,12.26,6.21,28.049999,6.51,225.600006,25.299999,272.200012,8.51,73.650002,5.67,12.7,6.42,75.099998,57.900002,63,18.360001,27.85,54.099998,5.146666,63.5,5.36,31.700001,49.450001,8.95,52.900002,92.75,76.550003,73.949997,29.15,16.34,5.9,3.33,10.92
10/30/2018,81.400002,88.900002,12.665429,66,53.700001,179.100006,34.863636,105.300003,42.16,86.599998,26.049999,46.950001,39.799999,12.82,15.22,5.61,14.78,12.38,6.47,29.299999,6.58,229,26.049999,288,8.72,74.25,5.7,12.96,6.5,76.449997,58.650002,62.900002,18.5,28.049999,55.450001,4.953333,64.199997,5.41,32.599998,50.75,9.2,52.900002,95.25,77.099998,75.849998,29.549999,16.76,5.91,3.36,11.04
10/31/2018,81.5,88.349998,12.517006,66.199997,53.549999,180.800003,34.81818,106.599998,42.400002,87,26.15,46.25,39.599998,12.76,15.1,5.61,14.78,12.44,6.43,29.65,6.68,228.399994,26.450001,290.399994,8.8,73.300003,5.68,13.1,6.53,76.849998,58.049999,62.900002,18.48,28.5,55.599998,4.906666,64.599998,5.43,32.299999,50.5,9.13,53.5,93.75,76.949997,74.949997,30.200001,17,5.96,3.37,11.04
11/1/2018,82.849998,88.75,12.599464,66.050003,53.799999,179.5,35.363636,110.099998,43.040001,88.349998,26.200001,46.900002,39.700001,13,15.64,5.58,15.16,12.48,6.5,29.75,6.77,228,27.5,291.200012,8.85,73.349998,5.67,13.34,6.56,77.25,58.150002,63.049999,18.68,29.799999,56.400002,5.006666,65.550003,5.45,32.900002,52.049999,9.38,56,94.900002,76.800003,77.599998,30.299999,16.879999,5.94,3.39,11.12
11/2/2018,81.650002,88.5,12.599464,65.099998,53.5,176.199997,34.772728,108,42.48,86.75,26,45.049999,39.450001,12.68,15.42,5.52,14.6,12.32,6.27,29.4,6.68,224.199997,26.450001,281.600006,8.75,72.849998,5.54,13.04,6.48,76.5,57.5,62.25,18.66,29.450001,54.849998,4.793333,62.75,5.4,31.75,49.799999,9.23,53.950001,93.699997,75.199997,75.75,29.6,16.5,5.92,3.36,11.08
11/5/2018,80.849998,88.650002,12.615955,65.300003,53.200001,177.199997,34.909088,109.300003,42.560001,87.699997,25.950001,46.75,39.25,12.88,15.48,5.59,15.28,12.38,6.13,28.75,6.59,225,26.65,289.600006,8.69,73.400002,5.43,12.72,6.5,75.5,57.799999,63.200001,18.74,29.299999,53.799999,4.96,63.450001,5.43,32.200001,49.599998,9.68,54.950001,94,75.300003,77.199997,29.700001,16.5,5.92,3.38,11.1
11/6/2018,81.199997,88.699997,12.764378,65.949997,53.650002,177.800003,35.090908,109.300003,41.279999,86.599998,26.15,47.400002,39.900002,12.84,15.42,5.75,15.44,12.36,6.12,28,6.55,226.399994,26.299999,295,8.66,74.599998,5.42,12.82,6.48,74.900002,57.849998,63.849998,17.959999,29.700001,53.849998,4.713333,63.650002,5.42,32.75,50.299999,9.34,53.900002,94.800003,74.900002,74.150002,29.65,16.4,5.89,3.38,10.94
11/7/2018,81.5,88.949997,12.698412,65.900002,53.599998,177.600006,34.863636,108.800003,41.040001,85.5,25.950001,46.650002,39.75,12.78,15.22,5.71,14.96,12.38,5.99,27.85,6.49,226,25.9,291.200012,8.68,74.300003,5.38,12.66,6.48,75.900002,59.150002,63.849998,18,29.25,54.049999,4.713333,63.75,5.42,32.400002,49.75,9.02,53.200001,93.949997,74.449997,72.650002,29.700001,16.34,5.89,3.37,11.18
11/8/2018,83.349998,90.599998,12.945784,66.849998,54.400002,180.5,35.863636,111.800003,42.560001,87.300003,26.6,48.700001,40.5,13.2,15.26,5.91,15.18,12.6,6.05,28.25,6.5,229.399994,26.450001,298,8.83,75.400002,5.3,12.78,6.6,77.75,60.049999,65.449997,17.82,28.799999,55.549999,4.793333,64.900002,5.52,33,50.400002,9.24,53.349998,94.550003,75.300003,73.550003,30.5,16.66,5.93,3.42,11.4
11/9/2018,82.650002,88.900002,12.995258,67.099998,53.900002,180,35.409088,111.699997,42.240002,86.949997,26.700001,49.200001,40.5,13.14,15.26,5.81,15.26,12.5,6,26.85,6.47,228.199997,26,303.799988,8.85,73,5.33,12.52,6.61,76.800003,60,64,17.559999,29,54.900002,4.82,64.349998,5.53,33.349998,49.200001,9.13,54.950001,94.75,75.25,75.400002,30.5,16.58,5.95,3.43,11.42
11/12/2018,83.150002,89.449997,13.110698,67.650002,54.549999,181.800003,35.727272,112.199997,42.400002,86.849998,27,50.5,40.650002,13.4,15.42,5.8,15.52,12.66,5.96,27.200001,6.6,230.399994,26.85,314.799988,8.96,74.650002,5.4,12.8,6.69,77.699997,60.450001,64.25,17.620001,29,55.75,4.946666,64.699997,5.59,34.349998,49.349998,9.4,56.400002,95.349998,76.050003,78.199997,30.5,16.68,5.96,3.46,11.24
11/13/2018,81.5,87.849998,12.863327,66.650002,53.450001,180.100006,36.454544,113.300003,42.959999,86.349998,26.35,48.5,40.150002,13.5,15.58,5.78,15.44,12.54,5.82,27.1,6.59,228.199997,26.6,312,9,75.449997,5.43,12.82,6.64,76.5,59,63.950001,17.379999,28.25,56,4.733333,64.400002,5.52,34.049999,47.950001,9.47,54.900002,96.099998,75.800003,76.650002,30.299999,16.780001,5.94,3.43,11.22
11/14/2018,81.800003,86.25,13.01175,66.900002,53,180.600006,36.545452,111.5,42.080002,86.5,26.35,48.049999,40.599998,13.46,15.84,5.77,15.42,12.56,5.71,26.5,6.65,228,27.299999,312,9.07,74.5,5.49,13.3,6.67,77.650002,59.5,63.950001,17.379999,29,56.349998,4.76,63.849998,5.56,33.849998,47.049999,9.62,55.450001,95,75.699997,75.699997,30.5,16.799999,5.95,3.42,11.32
11/15/2018,82.300003,86,13.12719,68.199997,52.900002,183.800003,37.090908,114.199997,43.119999,86.400002,26.6,52.799999,40.799999,13.92,16.08,5.79,15.84,12.96,6.38,27.75,6.91,235,27.5,324.799988,9.1,75.650002,5.7,13.7,6.82,75.349998,60,64.550003,17.879999,30.5,57.900002,4.873333,66.25,5.71,37.900002,48.849998,9.79,57.900002,99.050003,77.550003,81.5,31.1,17.620001,6.05,3.5,11.22
11/16/2018,82.349998,86.300003,13.193156,68.099998,52.700001,187.199997,36.909088,113.599998,43.360001,85.050003,26.700001,52.900002,41,13.76,15.84,5.8,15.74,12.9,6.34,28,6.83,239.800003,27,328.399994,9.2,76.650002,5.67,13.84,6.8,75.75,59.599998,64.849998,17.940001,30.15,57.150002,4.82,67,5.76,37.650002,49.849998,9.72,56.700001,99.25,77.849998,79.800003,31.35,17.52,6.08,3.49,11.28
11/19/2018,80.650002,88.050003,13.12719,66.300003,52.549999,183.199997,36.363636,113,42.720001,84,26.35,51.900002,40.849998,13.9,15.58,5.92,15.08,12.7,6.34,28,6.72,235.800003,26.9,321,8.97,77,5.55,13.32,6.71,76.150002,59,64.349998,17.58,29.6,56.75,4.633333,64.800003,5.69,36.900002,49.599998,9.67,54.599998,98.599998,77.5,74,30.85,17.32,6.01,3.44,11.28
11/20/2018,78.849998,87.800003,13.160173,64.949997,52.700001,180.100006,36.181816,112.199997,42.400002,82.800003,25.549999,49.849998,40.400002,13.68,15.3,5.68,14.56,12.58,6.01,27.299999,6.57,231,26.200001,304.200012,8.83,77.25,5.43,13.06,6.52,76.050003,58.75,61.849998,17.48,28.65,56.200001,3.893333,63.200001,5.55,35.650002,48.799999,9.32,51.549999,96.849998,76,69.949997,30.299999,16.780001,5.91,3.37,11.4
11/21/2018,78.5,88.699997,13.143681,63.700001,53.200001,181,36.227272,113.199997,42.799999,81.949997,25.5,48.75,40.900002,13.72,15.7,5.55,14.32,12.92,5.89,27.700001,6.41,229,26.450001,310.600006,8.75,79.349998,5.31,12.78,6.49,77.550003,58.650002,62.549999,17.42,29.25,56.799999,3.586666,63.049999,5.47,35,48.75,9.24,50.75,98.75,75,67.300003,29.700001,16.440001,5.85,3.31,11.52
11/22/2018,75.800003,87.949997,13.094207,63.75,53.049999,177,35.636364,111.199997,41.759998,81.199997,25.200001,49.400002,39.599998,13.58,15.16,5.43,14.06,12.6,5.81,27,6.4,225.399994,26,308,8.58,76.699997,5.36,12.82,6.39,76.949997,57.950001,61.049999,17.620001,28.1,55.450001,3.526666,61.900002,5.42,34.799999,47.599998,9.06,50.5,95.699997,74.099998,69.349998,29.299999,16.18,5.85,3.27,11.84
11/23/2018,77.25,87.699997,13.094207,63.349998,52.950001,176.300003,35.363636,110.199997,41.84,81.199997,25.15,50.599998,39.799999,13.4,15.14,5.33,14.14,12.46,5.8,27.85,6.34,227,25.75,311.200012,8.7,77.150002,5.29,12.74,6.39,75.699997,57.549999,60.5,17.719999,28.15,55.25,3.613333,62.349998,5.4,35.450001,47.849998,9.16,51.900002,96.5,73.449997,73.800003,29.25,16.08,5.77,3.27,11.84
11/26/2018,78.849998,87.349998,13.094207,64,53.950001,177.300003,36.045452,112.199997,42.639999,82.25,25.299999,50.400002,40.700001,13.82,15.4,5.59,14.14,12.86,6.13,28.299999,6.42,230,27.1,316.799988,8.81,77.900002,5.38,12.74,6.53,77.199997,58.549999,57.049999,18.02,30,56.950001,3.593333,63.950001,5.52,34.5,49.049999,9.45,51.849998,97.5,74.349998,75,29.75,16.440001,5.87,3.31,11.9
11/27/2018,78.900002,87.650002,13.160173,65.199997,54.200001,179.399994,36.409088,115,43.52,82.5,25.4,52.099998,41,14.08,15.76,5.68,14.74,13.08,6.31,29,6.54,234.199997,27.9,318.600006,8.85,78.949997,5.45,13.06,6.56,77.449997,59.200001,54.950001,18.540001,31.35,57.349998,3.646666,64.599998,5.59,35.799999,50.049999,9.8,51.299999,99.900002,75.150002,74.5,30.15,16.76,5.87,3.35,11.96
11/28/2018,79.199997,88.099998,13.24263,64.099998,54.299999,178.199997,36.227272,113.5,43.040001,83.550003,25.4,51.150002,41.049999,13.78,15.9,5.55,14.48,12.94,5.92,29.1,6.48,232.199997,27.200001,308.799988,8.69,78.849998,5.37,12.8,6.44,74.949997,58.799999,55.5,18.18,31.049999,57.450001,3.473333,64.050003,5.5,35.299999,48.849998,9.6,48.799999,98,74.050003,70.800003,29.9,16.559999,5.81,3.31,11.9
11/29/2018,79.650002,89.550003,13.325087,64.25,54.900002,177.800003,36.090908,113.900002,43.279999,84.400002,25.299999,50.200001,41.200001,14,15.64,5.6,14.1,13.02,6.02,28.15,6.46,231.199997,27.25,308.799988,8.68,79.150002,5.31,12.68,6.45,75.25,59.650002,55.75,18.16,31,57.5,3.5,63.75,5.54,34.799999,48.599998,9.5,48.950001,96.949997,73.349998,70,29.85,16.5,5.82,3.32,11.98
