Date,MMM,AXP,AMGN,AAPL,BA,CAT,CVX,CSCO,KO,DIS,DOW,GS,HD,HON,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,NKE,PG,CRM,TRV,UNH,VZ,V,WBA,WMT
2013-01-02 00:00:00-05:00,67.89510345458984,50.32769012451172,67.03878784179688,16.79119300842285,64.58384704589844,69.80210876464844,70.97637176513672,14.553964614868164,26.821125030517578,46.454647064208984,,108.70796966552734,49.709590911865234,49.50802993774414,122.39382934570312,15.545007705688477,52.78896713256836,33.084869384765625,67.4022445678711,28.14332389831543,22.620336532592773,22.98006248474121,50.79288864135742,42.79249954223633,56.80544662475586,46.230918884277344,26.17702293395996,36.017974853515625,27.49761962890625,54.823951721191406
2013-01-03 00:00:00-05:00,67.81632232666016,50.541847229003906,66.61766815185547,16.579240798950195,64.91905975341797,70.47398376464844,70.67416381835938,14.632674217224121,26.821125030517578,46.55464172363281,,108.11348724365234,49.56862258911133,49.69917678833008,121.72062683105469,15.50137996673584,52.714447021484375,33.018192291259766,67.78369140625,28.817293167114258,22.317310333251953,23.215003967285156,50.47080993652344,42.1775016784668,57.24202346801758,44.069400787353516,26.052858352661133,36.0457763671875,27.302532196044922,54.47557067871094
2013-01-04 00:00:00-05:00,68.31776428222656,51.06440353393555,66.91095733642578,16.117431640625,65.10342407226562,70.86217498779297,71.04707336425781,14.654132843017578,26.863937377929688,47.445552825927734,,111.06108856201172,49.47467041015625,50.71609115600586,120.92271423339844,15.385050773620605,53.31806564331055,33.60344314575195,67.20032501220703,28.57220458984375,21.899627685546875,23.441083908081055,50.57328796386719,42.40250015258789,57.74101638793945,44.1541748046875,26.194765090942383,36.340187072753906,26.861827850341797,54.681434631347656
2013-01-07 00:00:00-05:00,68.40373229980469,51.27857208251953,66.57254028320312,16.022624969482422,63.79613494873047,71.07868957519531,70.56487274169922,14.518187522888184,26.607141494750977,46.33646774291992,,110.85470581054688,49.20842361450195,50.739051818847656,120.39285278320312,15.450489044189453,53.206268310546875,33.64048767089844,67.99311065673828,28.674341201782227,21.85868263244629,23.47654914855957,50.229251861572266,42.244998931884766,56.96134948730469,44.1541748046875,26.425371170043945,36.59980010986328,27.475929260253906,54.15886688232422
2013-01-08 00:00:00-05:00,68.41090393066406,51.56981658935547,66.28681182861328,16.065746307373047,62.12017059326172,70.17535400390625,70.24983978271484,14.532495498657227,26.421676635742188,46.14554977416992,,109.85563659667969,49.50599670410156,50.264991760253906,120.22456359863281,15.33415412902832,53.2137336730957,33.7071533203125,68.01555633544922,28.71516990661621,21.744020462036133,23.22830581665039,50.14872360229492,42.49250030517578,57.0627326965332,43.56928253173828,25.782310485839844,36.940547943115234,27.57707977294922,54.309303283691406
2013-01-09 00:00:00-05:00,69.06278228759766,51.6212272644043,66.67782592773438,15.81466007232666,64.32408142089844,70.50383758544922,70.42982482910156,14.525343894958496,26.4145450592041,46.16373062133789,,110.90422058105469,49.466827392578125,50.87666320800781,119.8818359375,15.595908164978027,53.452205657958984,33.68492889404297,67.91831970214844,28.994298934936523,21.86686897277832,23.250465393066406,50.419559478759766,42.95750045776367,57.6474494934082,44.39150619506836,25.722488403320312,37.50383377075195,27.779375076293945,54.29344940185547
2013-01-10 00:00:00-05:00,69.4065933227539,52.07523727416992,66.0311279296875,16.010696411132812,64.60059356689453,70.98165130615234,71.02780151367188,14.625516891479492,26.364606857299805,46.172828674316406,,113.42252349853516,49.81922149658203,50.784912109375,120.23082733154297,15.850384712219238,53.79497528076172,34.18869400024414,68.3595962524414,29.12363624572754,21.670316696166992,23.2947998046875,50.705047607421875,43.279998779296875,58.04505920410156,45.0187873840332,26.075428009033203,37.20711898803711,27.86607551574707,54.127174377441406
2013-01-11 00:00:00-05:00,68.96961975097656,52.46072006225586,65.39193725585938,15.912525177001953,62.9832763671875,71.06378173828125,71.83790588378906,14.654132843017578,26.328943252563477,45.98191833496094,,113.22433471679688,49.88185501098633,50.70081329345703,121.20946502685547,15.995797157287598,53.91419219970703,34.18128204345703,68.60639190673828,29.429990768432617,21.973339080810547,23.538602828979492,50.668453216552734,43.337501525878906,58.3569450378418,44.772945404052734,25.901941299438477,37.35779571533203,28.248987197875977,54.340965270996094
2013-01-14 00:00:00-05:00,69.54271697998047,52.435020446777344,65.36186981201172,15.345208168029785,64.14808654785156,70.64569854736328,72.55806732177734,15.004751205444336,26.386003494262695,45.99101257324219,,112.39871215820312,49.709590911865234,51.044883728027344,120.06879425048828,15.995797157287598,54.0706901550293,33.98867416381836,68.45683288574219,29.5048770904541,22.022480010986328,23.5784969329834,50.96855545043945,43.502498626708984,58.43489456176758,45.230682373046875,25.477224349975586,37.23957443237305,28.205638885498047,54.079673767089844
2013-01-15 00:00:00-05:00,69.6931381225586,52.04953384399414,63.97822570800781,14.861071586608887,64.47490692138672,71.422119140625,72.9373779296875,15.011899948120117,26.621400833129883,46.445556640625,,111.95281219482422,50.07762908935547,51.13663101196289,119.99397277832031,15.90855598449707,53.929115295410156,34.33683776855469,68.44185638427734,29.184911727905273,22.284557342529297,23.77798080444336,51.15156555175781,43.662498474121094,58.910491943359375,45.451072692871094,25.106338500976562,37.19321060180664,28.393484115600586,54.61810302734375
2013-01-16 00:00:00-05:00,69.91521453857422,51.929595947265625,63.406734466552734,15.477937698364258,62.296138763427734,71.06378173828125,73.27815246582031,15.047683715820312,26.621400833129883,46.845550537109375,,116.49404907226562,50.00715637207031,51.021949768066406,120.05006408691406,16.075782775878906,54.085601806640625,34.68503189086914,68.13521575927734,28.960264205932617,22.145328521728516,23.817874908447266,51.167789459228516,42.40999984741211,58.902706146240234,45.484962463378906,24.831178665161133,37.13527297973633,28.458505630493164,54.80019760131836
2013-01-17 00:00:00-05:00,70.25907135009766,52.032413482666016,63.12098693847656,15.373649597167969,63.06709289550781,71.44448852539062,73.77324676513672,14.99044132232666,26.756938934326172,47.64556121826172,,116.42792510986328,50.939029693603516,51.465396881103516,120.7107925415039,16.490219116210938,54.324066162109375,34.40351867675781,68.62885284423828,29.10321807861328,22.317310333251953,23.707054138183594,51.41131591796875,42.782501220703125,59.175559997558594,46.11223220825195,25.202054977416992,37.06108856201172,28.43682861328125,54.515159606933594
2013-01-18 00:00:00-05:00,70.7318344116211,51.210025787353516,61.722293853759766,15.2916841506958,62.88274002075195,72.87789154052734,74.09471893310547,15.040529251098633,26.892471313476562,47.58192443847656,,119.26828002929688,51.267913818359375,51.84770584106445,121.22191619873047,15.450489044189453,54.569969177246094,34.4183464050293,69.00279235839844,29.259798049926758,22.317310333251953,23.62282943725586,51.61056137084961,42.505001068115234,59.49523162841797,46.24786376953125,25.44732666015625,36.68788146972656,28.328453063964844,54.792293548583984
2013-01-22 00:00:00-05:00,71.15448760986328,50.88451385498047,62.6322135925293,15.437566757202148,62.145301818847656,72.95252990722656,74.52549743652344,14.933194160461426,26.48587417602539,47.936466217041016,,120.50679016113281,51.48717498779297,52.29882049560547,122.22554016113281,15.392327308654785,54.167579650878906,34.47760772705078,69.51885223388672,29.409570693969727,22.235416412353516,23.707054138183594,51.61793518066406,41.72249984741211,60.773860931396484,47.48543930053711,25.686603546142578,36.868690490722656,28.53074836730957,55.09318161010742
